,sentence1,sentence2,gold_label_log_numeric,gold_label_log,gold_label_prag,spec_relation,item_type,trigger,lexemes
1008,Some dancers will bring these hills.,Not all dancers will bring these hills.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
1009,Not all dancers will bring these hills.,Some dancers will bring these hills.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
1010,Some dancers will bring these hills.,All dancers will bring these hills.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
1011,All dancers will bring these hills.,Some dancers will bring these hills.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
1012,Not all dancers will bring these hills.,No dancers will bring these hills.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
1013,No dancers will bring these hills.,Not all dancers will bring these hills.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
1014,All dancers will bring these hills.,No dancers will bring these hills.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1015,No dancers will bring these hills.,All dancers will bring these hills.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1016,Some dancers will bring these hills.,No dancers will bring these hills.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1017,No dancers will bring these hills.,Some dancers will bring these hills.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1018,All dancers will bring these hills.,Not all dancers will bring these hills.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1019,Not all dancers will bring these hills.,All dancers will bring these hills.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1020,Julie looked like some paintings.,Julie didn't look like all paintings.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
1021,Julie didn't look like all paintings.,Julie looked like some paintings.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
1022,Julie looked like some paintings.,Julie looked like all paintings.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
1023,Julie looked like all paintings.,Julie looked like some paintings.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
1024,Julie didn't look like all paintings.,Julie looked like no paintings.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
1025,Julie looked like no paintings.,Julie didn't look like all paintings.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
1026,Julie looked like all paintings.,Julie looked like no paintings.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1027,Julie looked like no paintings.,Julie looked like all paintings.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1028,Julie looked like some paintings.,Julie looked like no paintings.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1029,Julie looked like no paintings.,Julie looked like some paintings.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1030,Julie looked like all paintings.,Julie didn't look like all paintings.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1031,Julie didn't look like all paintings.,Julie looked like all paintings.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1032,This spotlight was distracting some banks.,This spotlight wasn't distracting all banks.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
1033,This spotlight wasn't distracting all banks.,This spotlight was distracting some banks.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
1034,This spotlight was distracting some banks.,This spotlight was distracting all banks.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
1035,This spotlight was distracting all banks.,This spotlight was distracting some banks.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
1036,This spotlight wasn't distracting all banks.,This spotlight was distracting no banks.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
1037,This spotlight was distracting no banks.,This spotlight wasn't distracting all banks.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
1038,This spotlight was distracting all banks.,This spotlight was distracting no banks.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1039,This spotlight was distracting no banks.,This spotlight was distracting all banks.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1040,This spotlight was distracting some banks.,This spotlight was distracting no banks.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1041,This spotlight was distracting no banks.,This spotlight was distracting some banks.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1042,This spotlight was distracting all banks.,This spotlight wasn't distracting all banks.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1043,This spotlight wasn't distracting all banks.,This spotlight was distracting all banks.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1044,These senators can exit some lakes.,These senators can't exit all lakes.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
1045,These senators can't exit all lakes.,These senators can exit some lakes.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
1046,These senators can exit some lakes.,These senators can exit all lakes.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
1047,These senators can exit all lakes.,These senators can exit some lakes.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
1048,These senators can't exit all lakes.,These senators can exit no lakes.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
1049,These senators can exit no lakes.,These senators can't exit all lakes.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
1050,These senators can exit all lakes.,These senators can exit no lakes.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1051,These senators can exit no lakes.,These senators can exit all lakes.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1052,These senators can exit some lakes.,These senators can exit no lakes.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1053,These senators can exit no lakes.,These senators can exit some lakes.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1054,These senators can exit all lakes.,These senators can't exit all lakes.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1055,These senators can't exit all lakes.,These senators can exit all lakes.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1056,Those waiters will remember some plays.,Those waiters won't remember all plays.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
1057,Those waiters won't remember all plays.,Those waiters will remember some plays.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
1058,Those waiters will remember some plays.,Those waiters will remember all plays.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
1059,Those waiters will remember all plays.,Those waiters will remember some plays.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
1060,Those waiters won't remember all plays.,Those waiters will remember no plays.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
1061,Those waiters will remember no plays.,Those waiters won't remember all plays.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
1062,Those waiters will remember all plays.,Those waiters will remember no plays.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1063,Those waiters will remember no plays.,Those waiters will remember all plays.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1064,Those waiters will remember some plays.,Those waiters will remember no plays.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1065,Those waiters will remember no plays.,Those waiters will remember some plays.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1066,Those waiters will remember all plays.,Those waiters won't remember all plays.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1067,Those waiters won't remember all plays.,Those waiters will remember all plays.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1068,Some actresses could chuckle.,Not all actresses could chuckle.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
1069,Not all actresses could chuckle.,Some actresses could chuckle.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
1070,Some actresses could chuckle.,All actresses could chuckle.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
1071,All actresses could chuckle.,Some actresses could chuckle.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
1072,Not all actresses could chuckle.,No actresses could chuckle.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
1073,No actresses could chuckle.,Not all actresses could chuckle.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
1074,All actresses could chuckle.,No actresses could chuckle.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1075,No actresses could chuckle.,All actresses could chuckle.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1076,Some actresses could chuckle.,No actresses could chuckle.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1077,No actresses could chuckle.,Some actresses could chuckle.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1078,All actresses could chuckle.,Not all actresses could chuckle.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1079,Not all actresses could chuckle.,All actresses could chuckle.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1080,The Clintons bothered some dancers.,The Clintons didn't bother all dancers.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
1081,The Clintons didn't bother all dancers.,The Clintons bothered some dancers.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
1082,The Clintons bothered some dancers.,The Clintons bothered all dancers.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
1083,The Clintons bothered all dancers.,The Clintons bothered some dancers.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
1084,The Clintons didn't bother all dancers.,The Clintons bothered no dancers.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
1085,The Clintons bothered no dancers.,The Clintons didn't bother all dancers.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
1086,The Clintons bothered all dancers.,The Clintons bothered no dancers.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1087,The Clintons bothered no dancers.,The Clintons bothered all dancers.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1088,The Clintons bothered some dancers.,The Clintons bothered no dancers.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1089,The Clintons bothered no dancers.,The Clintons bothered some dancers.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1090,The Clintons bothered all dancers.,The Clintons didn't bother all dancers.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1091,The Clintons didn't bother all dancers.,The Clintons bothered all dancers.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1092,Derek was praising some men.,Derek wasn't praising all men.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
1093,Derek wasn't praising all men.,Derek was praising some men.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
1094,Derek was praising some men.,Derek was praising all men.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
1095,Derek was praising all men.,Derek was praising some men.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
1096,Derek wasn't praising all men.,Derek was praising no men.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
1097,Derek was praising no men.,Derek wasn't praising all men.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
1098,Derek was praising all men.,Derek was praising no men.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1099,Derek was praising no men.,Derek was praising all men.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1100,Derek was praising some men.,Derek was praising no men.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1101,Derek was praising no men.,Derek was praising some men.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1102,Derek was praising all men.,Derek wasn't praising all men.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1103,Derek wasn't praising all men.,Derek was praising all men.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1104,Florence confused some doctors.,Florence didn't confuse all doctors.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
1105,Florence didn't confuse all doctors.,Florence confused some doctors.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
1106,Florence confused some doctors.,Florence confused all doctors.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
1107,Florence confused all doctors.,Florence confused some doctors.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
1108,Florence didn't confuse all doctors.,Florence confused no doctors.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
1109,Florence confused no doctors.,Florence didn't confuse all doctors.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
1110,Florence confused all doctors.,Florence confused no doctors.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1111,Florence confused no doctors.,Florence confused all doctors.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1112,Florence confused some doctors.,Florence confused no doctors.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1113,Florence confused no doctors.,Florence confused some doctors.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1114,Florence confused all doctors.,Florence didn't confuse all doctors.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1115,Florence didn't confuse all doctors.,Florence confused all doctors.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1116,Some reports sounded like Marla.,Not all reports sounded like Marla.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
1117,Not all reports sounded like Marla.,Some reports sounded like Marla.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
1118,Some reports sounded like Marla.,All reports sounded like Marla.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
1119,All reports sounded like Marla.,Some reports sounded like Marla.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
1120,Not all reports sounded like Marla.,No reports sounded like Marla.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
1121,No reports sounded like Marla.,Not all reports sounded like Marla.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
1122,All reports sounded like Marla.,No reports sounded like Marla.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1123,No reports sounded like Marla.,All reports sounded like Marla.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1124,Some reports sounded like Marla.,No reports sounded like Marla.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1125,No reports sounded like Marla.,Some reports sounded like Marla.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1126,All reports sounded like Marla.,Not all reports sounded like Marla.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1127,Not all reports sounded like Marla.,All reports sounded like Marla.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1128,Some drivers can leave Carla.,Not all drivers can leave Carla.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
1129,Not all drivers can leave Carla.,Some drivers can leave Carla.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
1130,Some drivers can leave Carla.,All drivers can leave Carla.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
1131,All drivers can leave Carla.,Some drivers can leave Carla.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
1132,Not all drivers can leave Carla.,No drivers can leave Carla.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
1133,No drivers can leave Carla.,Not all drivers can leave Carla.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
1134,All drivers can leave Carla.,No drivers can leave Carla.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1135,No drivers can leave Carla.,All drivers can leave Carla.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1136,Some drivers can leave Carla.,No drivers can leave Carla.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1137,No drivers can leave Carla.,Some drivers can leave Carla.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1138,All drivers can leave Carla.,Not all drivers can leave Carla.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1139,Not all drivers can leave Carla.,All drivers can leave Carla.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1140,Judy insulted some newspaper articles.,Judy didn't insult all newspaper articles.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
1141,Judy didn't insult all newspaper articles.,Judy insulted some newspaper articles.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
1142,Judy insulted some newspaper articles.,Judy insulted all newspaper articles.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
1143,Judy insulted all newspaper articles.,Judy insulted some newspaper articles.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
1144,Judy didn't insult all newspaper articles.,Judy insulted no newspaper articles.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
1145,Judy insulted no newspaper articles.,Judy didn't insult all newspaper articles.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
1146,Judy insulted all newspaper articles.,Judy insulted no newspaper articles.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1147,Judy insulted no newspaper articles.,Judy insulted all newspaper articles.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1148,Judy insulted some newspaper articles.,Judy insulted no newspaper articles.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1149,Judy insulted no newspaper articles.,Judy insulted some newspaper articles.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1150,Judy insulted all newspaper articles.,Judy didn't insult all newspaper articles.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1151,Judy didn't insult all newspaper articles.,Judy insulted all newspaper articles.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1152,Some students should forget about who won't mutter.,Not all students should forget about who won't mutter.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
1153,Not all students should forget about who won't mutter.,Some students should forget about who won't mutter.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
1154,Some students should forget about who won't mutter.,All students should forget about who won't mutter.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
1155,All students should forget about who won't mutter.,Some students should forget about who won't mutter.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
1156,Not all students should forget about who won't mutter.,No students should forget about who won't mutter.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
1157,No students should forget about who won't mutter.,Not all students should forget about who won't mutter.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
1158,All students should forget about who won't mutter.,No students should forget about who won't mutter.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1159,No students should forget about who won't mutter.,All students should forget about who won't mutter.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1160,Some students should forget about who won't mutter.,No students should forget about who won't mutter.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1161,No students should forget about who won't mutter.,Some students should forget about who won't mutter.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1162,All students should forget about who won't mutter.,Not all students should forget about who won't mutter.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1163,Not all students should forget about who won't mutter.,All students should forget about who won't mutter.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1164,Some legislatures were begging Rachel to yell.,Not all legislatures were begging Rachel to yell.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
1165,Not all legislatures were begging Rachel to yell.,Some legislatures were begging Rachel to yell.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
1166,Some legislatures were begging Rachel to yell.,All legislatures were begging Rachel to yell.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
1167,All legislatures were begging Rachel to yell.,Some legislatures were begging Rachel to yell.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
1168,Not all legislatures were begging Rachel to yell.,No legislatures were begging Rachel to yell.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
1169,No legislatures were begging Rachel to yell.,Not all legislatures were begging Rachel to yell.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
1170,All legislatures were begging Rachel to yell.,No legislatures were begging Rachel to yell.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1171,No legislatures were begging Rachel to yell.,All legislatures were begging Rachel to yell.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1172,Some legislatures were begging Rachel to yell.,No legislatures were begging Rachel to yell.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1173,No legislatures were begging Rachel to yell.,Some legislatures were begging Rachel to yell.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1174,All legislatures were begging Rachel to yell.,Not all legislatures were begging Rachel to yell.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1175,Not all legislatures were begging Rachel to yell.,All legislatures were begging Rachel to yell.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1176,A lot of people were walking through some cafes.,A lot of people weren't walking through all cafes.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
1177,A lot of people weren't walking through all cafes.,A lot of people were walking through some cafes.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
1178,A lot of people were walking through some cafes.,A lot of people were walking through all cafes.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
1179,A lot of people were walking through all cafes.,A lot of people were walking through some cafes.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
1180,A lot of people weren't walking through all cafes.,A lot of people were walking through no cafes.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
1181,A lot of people were walking through no cafes.,A lot of people weren't walking through all cafes.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
1182,A lot of people were walking through all cafes.,A lot of people were walking through no cafes.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1183,A lot of people were walking through no cafes.,A lot of people were walking through all cafes.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1184,A lot of people were walking through some cafes.,A lot of people were walking through no cafes.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1185,A lot of people were walking through no cafes.,A lot of people were walking through some cafes.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1186,A lot of people were walking through all cafes.,A lot of people weren't walking through all cafes.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1187,A lot of people weren't walking through all cafes.,A lot of people were walking through all cafes.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1188,Some guys have considered Cheryl to blink.,Not all guys have considered Cheryl to blink.,0,neutral,entailment,implicature_PtoN,target,quantifier,some - all
1189,Not all guys have considered Cheryl to blink.,Some guys have considered Cheryl to blink.,0,neutral,entailment,implicature_NtoP,target,quantifier,some - all
1190,Some guys have considered Cheryl to blink.,All guys have considered Cheryl to blink.,0,neutral,contradiction,negated implicature_P,target,quantifier,some - all
1191,All guys have considered Cheryl to blink.,Some guys have considered Cheryl to blink.,1,entailment,contradiction,reverse negated implicature_P,target,quantifier,some - all
1192,Not all guys have considered Cheryl to blink.,No guys have considered Cheryl to blink.,0,neutral,contradiction,negated implicature_N,target,quantifier,some - all
1193,No guys have considered Cheryl to blink.,Not all guys have considered Cheryl to blink.,1,entailment,contradiction,reverse negated implicature_N,target,quantifier,some - all
1194,All guys have considered Cheryl to blink.,No guys have considered Cheryl to blink.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1195,No guys have considered Cheryl to blink.,All guys have considered Cheryl to blink.,-1,contradiction,contradiction,opposite,control,quantifier,some - all
1196,Some guys have considered Cheryl to blink.,No guys have considered Cheryl to blink.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1197,No guys have considered Cheryl to blink.,Some guys have considered Cheryl to blink.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1198,All guys have considered Cheryl to blink.,Not all guys have considered Cheryl to blink.,-1,contradiction,contradiction,negation,control,quantifier,some - all
1199,Not all guys have considered Cheryl to blink.,All guys have considered Cheryl to blink.,-1,contradiction,contradiction,negation,control,quantifier,some - all
